Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides U2932_L1_rep1,Peptides U2932_L1_rep2,Razor + unique peptides U2932_L1_rep1,Razor + unique peptides U2932_L1_rep2,Unique peptides U2932_L1_rep1,Unique peptides U2932_L1_rep2,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Q-value,Score,Ratio H/L,Ratio H/L normalized,Ratio H/L variability [%],Ratio H/L count,Ratio H/L iso-count,Ratio H/L type,Ratio H/L U2932_L1_rep1,Ratio H/L normalized U2932_L1_rep1,Ratio H/L variability [%] U2932_L1_rep1,Ratio H/L count U2932_L1_rep1,Ratio H/L iso-count U2932_L1_rep1,Ratio H/L type U2932_L1_rep1,Ratio H/L U2932_L1_rep2,Ratio H/L normalized U2932_L1_rep2,Ratio H/L variability [%] U2932_L1_rep2,Ratio H/L count U2932_L1_rep2,Ratio H/L iso-count U2932_L1_rep2,Ratio H/L type U2932_L1_rep2,Sequence coverage U2932_L1_rep1 [%],Sequence coverage U2932_L1_rep2 [%],Intensity,Intensity L,Intensity H,Intensity U2932_L1_rep1,Intensity L U2932_L1_rep1,Intensity H U2932_L1_rep1,Intensity U2932_L1_rep2,Intensity L U2932_L1_rep2,Intensity H U2932_L1_rep2,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,Deamidation (N) site IDs,Oxidation (M) site IDs,Deamidation (N) site positions,Oxidation (M) site positions
P22626-2;P22626;I6L957,P22626-2;P22626;I6L957,4;4;3,4;4;3,4;4;3,Heterogeneous nuclear ribonucleoproteins A2/B1,HNRNPA2B1,>sp|P22626-2|ROA2_HUMAN Isoform A2 of Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens GN=HNRNPA2B1;>sp|P22626|ROA2_HUMAN Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens GN=HNRNPA2B1 PE=1 SV=2;>tr|I6L957|I6L957_HUMAN HNRNPA2B1 ,3,4,4,4,4,3,4,3,4,3,15,15,15,36.006,341,341;353;249,0,39.893,0.39102,0.59855,19.35,12,0,Median,0.39194,0.57885,16.632,7,0,Median,0.3901,0.62441,23.153,5,0,Median,15,10.6,314260000,224010000,90249000,189560000,135110000,54454000,124700000,88900000,35795000,,,,1086,2341;2382;3127;4348,True;True;True;True,2397;2438;3195;4448,6831;6963;6964;6965;9260;9261;9262;9263;9264;13069;13070;13071;13072,10469;10470;10647;10648;10649;14279;14280;14281;14282;14283;14284;14285;20183;20184;20185;20186;20187;20188,10470;10647;14284;20185,,,,
B3KMK0;B4DZ67;P57740;H0YG15;Q6PJE1,B3KMK0;B4DZ67;P57740;H0YG15;Q6PJE1,3;3;3;2;2,3;3;3;2;2,3;3;3;2;2,Nuclear pore complex protein Nup107,NUP107,">tr|B3KMK0|B3KMK0_HUMAN cDNA FLJ11217 fis, clone PLACE1008044, highly similar to NUCLEAR PORE COMPLEX PROTEIN NUP107 OS=Homo sapiens PE=2 SV=1;>tr|B4DZ67|B4DZ67_HUMAN Nuclear pore complex protein Nup107 OS=Homo sapiens GN=NUP107 PE=2 SV=1;>sp|P57740|NU107_",5,3,3,3,3,1,3,1,3,1,4.9,4.9,4.9,69.205,593,593;896;925;80;686,0,17.508,0.34358,0.58992,1.9409,2,1,Median,0.34358,0.58992,1.9409,2,1,Median,NaN,NaN,NaN,0,0,Median,4.9,1.7,25463000,18054000,7408900,25463000,18054000,7408900,0,0,0,,,,334,363;7416;7592,True;True;True,369;7611;7794,962;22300;23218;23219,1489;33943;35276;35277,1489;33943;35276,,,,
Q08AM6;B4DMP4;H3BUU8;H3BQD9;Q9NW56,Q08AM6;B4DMP4,3;2;1;1;1,3;2;1;1;1,3;2;1;1;1,Protein VAC14 homolog,VAC14,">sp|Q08AM6|VAC14_HUMAN Protein VAC14 homolog OS=Homo sapiens GN=VAC14 PE=1 SV=1;>tr|B4DMP4|B4DMP4_HUMAN cDNA FLJ53136, highly similar to Homo sapiens Vac14 homolog (VAC14), mRNA OS=Homo sapiens PE=2 SV=1",5,3,3,3,3,0,3,0,3,0,3.6,3.6,3.6,87.972,782,782;712;201;260;347,0,17.032,0.40005,0.58798,48.997,3,0,Median,0.40005,0.58798,48.997,3,0,Median,NaN,NaN,NaN,0,0,Median,3.6,0,83203000,49275000,33928000,83203000,49275000,33928000,0,0,0,,,,1245,249;1478;4078,True;True;True,252;1519;4173,628;4443;12281,984;6995;6996;18958,984;6996;18958,,,,
F8W7V0;F8WAK2;F8VXI9;Q14161-11;Q14161-7;Q14161-9;Q14161-6;Q14161-10;Q14161-8;Q14161-4;Q14161-5;Q14161-3;Q14161;F8W822;B4E2E7;Q6FI58;B5BU58;R4GNG3;Q14161-2;Q68DM7,F8W7V0;F8WAK2;F8VXI9;Q14161-11;Q14161-7;Q14161-9;Q14161-6;Q14161-10;Q14161-8;Q14161-4;Q14161-5;Q14161-3;Q14161;F8W822;B4E2E7;Q6FI58;B5BU58;R4GNG3;Q14161-2,3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;1,2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1,2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1,ARF GTPase-activating protein GIT2,GIT2,>tr|F8W7V0|F8W7V0_HUMAN ARF GTPase-activating protein GIT2 OS=Homo sapiens GN=GIT2 PE=2 SV=1;>tr|F8WAK2|F8WAK2_HUMAN ARF GTPase-activating protein GIT2 OS=Homo sapiens GN=GIT2 PE=2 SV=1;>tr|F8VXI9|F8VXI9_HUMAN ARF GTPase-activating protein GIT2 OS=Homo sap,20,3,2,2,2,3,2,2,2,2,4.6,3.2,3.2,72.387,649,649;681;708;631;646;648;661;681;694;709;729;744;759;421;467;471;471;641;471;311,0,12.271,0.33248,0.58394,14.897,3,0,Median,NaN,NaN,NaN,1,0,Median,0.32231,0.54023,11.003,2,0,Median,3.2,4.6,24014000,17509000,6505300,8002800,5674700,2328100,16012000,11834000,4177300,,,,800,2665;4729;7081,True;True;False,2725;4844;7266,7658;7659;14325;14326;21322,11671;11672;22149;22150;32454,11671;22149;32454,,,,
Q59GU5;B4DPZ3;F8W8S0;Q13409-6;Q13409-3;B7ZA04;Q13409-2;Q13409-5;Q13409;E7EQL5;Q9H5W7;B4DX93,Q59GU5;B4DPZ3;F8W8S0;Q13409-6;Q13409-3;B7ZA04;Q13409-2;Q13409-5;Q13409;E7EQL5;Q9H5W7;B4DX93,2;2;2;2;2;2;2;2;2;1;1;1,2;2;2;2;2;2;2;2;2;1;1;1,2;2;2;2;2;2;2;2;2;1;1;1,Cytoplasmic dynein 1 intermediate chain 2,DYNC1I2,">tr|Q59GU5|Q59GU5_HUMAN Dynein, cytoplasmic, intermediate polypeptide 2 variant (Fragment) OS=Homo sapiens PE=2 SV=1;>tr|B4DPZ3|B4DPZ3_HUMAN cDNA FLJ53290, highly similar to Cytoplasmic dynein 1 intermediate chain 2 OS=Homo sapiens PE=2 SV=1;>tr|F8W8S0|F8W",12,2,2,2,2,0,2,0,2,0,4,4,4,63.871,575,575;630;638;611;612;630;632;637;638;305;321;361,0,14.068,0.38722,0.58292,27.729,2,1,Median,0.38722,0.58292,27.729,2,1,Median,NaN,NaN,NaN,0,0,Median,4,0,29379000,18536000,10842000,29379000,18536000,10842000,0,0,0,,,,489,1104;7172,True;True,1127;7359,3382;21591,5338;32874,5338;32874,,,,
Q6NYC8;Q6ZTV1;Q6NYC8-2,Q6NYC8;Q6ZTV1,17;10;8,17;10;8,17;10;8,Phostensin,PPP1R18,">sp|Q6NYC8|PPR18_HUMAN Phostensin OS=Homo sapiens GN=PPP1R18 PE=1 SV=1;>tr|Q6ZTV1|Q6ZTV1_HUMAN cDNA FLJ44194 fis, clone THYMU2040975, weakly similar to PTB-ASSOCIATED SPLICING FACTOR OS=Homo sapiens PE=2 SV=1",3,17,17,17,15,16,15,16,15,16,26.8,26.8,26.8,67.942,613,613;362;377,0,170.26,0.38483,0.57452,27.758,34,0,Median,0.3804,0.60033,29.868,18,0,Median,0.38779,0.55133,26.115,16,0,Median,21.5,26.6,2346800000,1676900000,669860000,1436400000,1023400000,412980000,910330000,653450000,256880000,,,,1356,262;444;445;1024;1832;3703;3993;4381;4400;4611;5012;5013;6165;6284;6332;6413;6485,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,267;453;454;1045;1880;3789;4088;4481;4500;4720;5137;5138;6339;6460;6508;6589;6661,671;672;1260;1261;1262;3122;3123;5552;5553;10995;10996;12019;12020;13158;13159;13160;13161;13191;13192;13961;15104;15105;15106;15107;18613;18614;18615;18616;19009;19010;19110;19111;19286;19287;19473;19474;19475;19476;19477,1044;1045;1933;1934;1935;1936;1937;1938;4944;4945;8607;8608;8609;8610;8611;8612;8613;16993;16994;18571;18572;18573;20334;20335;20336;20337;20338;20339;20376;20377;21571;23294;23295;23296;23297;23298;23299;28446;28447;28448;28449;28450;28451;28452;28453;29031;29032;29033;29034;29173;29174;29175;29176;29177;29421;29422;29671;29672;29673;29674;29675;29676;29677,1045;1936;1938;4945;8608;16993;18572;20334;20377;21571;23296;23298;28447;29033;29177;29421;29676,,,,
A8K766;P38117;P38117-2;M0QY67,A8K766;P38117;P38117-2;M0QY67,3;3;3;2,3;3;3;2,3;3;3;2,Electron transfer flavoprotein subunit beta,ETFB,">tr|A8K766|A8K766_HUMAN cDNA FLJ77343, highly similar to Homo sapiens electron-transfer-flavoprotein, beta polypeptide(ETFB), mRNA OS=Homo sapiens PE=2 SV=1;>sp|P38117|ETFB_HUMAN Electron transfer flavoprotein subunit beta OS=Homo sapiens GN=ETFB PE=1 SV=3",4,3,3,3,2,3,2,3,2,3,12.9,12.9,12.9,27.921,255,255;255;346;178,0,21.57,0.36221,0.57396,74.868,3,0,Median,NaN,NaN,NaN,1,0,Median,0.65694,1.0466,93.832,2,0,Median,9,12.9,51683000,35998000,15685000,15207000,10822000,4384600,36476000,25176000,11301000,,,,159,1546;2429;4793,True;True;True,1587;2485;4912,4628;4629;7070;7071;14478,7283;7284;7285;7286;10808;10809;10810;22383,7283;10810;22383,,,,
A8K651;Q07021,A8K651;Q07021,1;1,1;1,1;1,"Complement component 1 Q subcomponent-binding protein, mitochondrial",C1QBP,">tr|A8K651|A8K651_HUMAN cDNA FLJ75700, highly similar to Homo sapiens complement component 1, q subcomponent binding protein (C1QBP), nuclear gene encoding mitochondrial protein, mRNA OS=Homo sapiens PE=2 SV=1;>sp|Q07021|C1QBP_HUMAN Complement component 1 ",2,1,1,1,1,1,1,1,1,1,5,5,5,31.38,282,282;282,0,8.067,0.3602,0.57134,9.021,2,0,Median,NaN,NaN,NaN,1,0,Median,NaN,NaN,NaN,1,0,Median,5,5,273320000,197460000,75864000,153970000,110360000,43611000,119350000,87101000,32252000,,,,145,223,TRUE,226,526;527,788;789;790;791,790,,,,
O15397;Q59F59;O15397-2;H0YH64;F5H2I3,O15397;Q59F59;O15397-2;H0YH64,4;3;3;2;1,3;2;2;2;1,3;2;2;2;1,Importin-8,IPO8,>sp|O15397|IPO8_HUMAN Importin-8 OS=Homo sapiens GN=IPO8 PE=1 SV=2;>tr|Q59F59|Q59F59_HUMAN Importin 8 variant (Fragment) OS=Homo sapiens PE=2 SV=1;>sp|O15397-2|IPO8_HUMAN Isoform 2 of Importin-8 OS=Homo sapiens GN=IPO8;>tr|H0YH64|H0YH64_HUMAN Importin-8 (F,5,4,3,3,4,1,3,0,3,0,4.1,3.2,3.2,119.94,1037,1037;485;831;167;46,0,17.157,0.34963,0.56652,16.301,2,2,Median,0.34963,0.56652,16.301,2,2,Median,NaN,NaN,NaN,0,0,Median,4.1,1,8042100,5981600,2060500,8042100,5981600,2060500,0,0,0,,,,958,3312;4616;5890;6952,True;False;True;True,3385;4725;6059;7136,9827;13975;13976;17752;20977,15161;21592;21593;27127;31916,15161;21593;27127;31916,142,,883,
E9PR16;G3V198;Q12769;E9PSI3;Q12769-3,E9PR16;G3V198;Q12769;E9PSI3;Q12769-3,2;2;2;1;1,2;2;2;1;1,2;2;2;1;1,Nuclear pore complex protein Nup160,NUP160,>tr|E9PR16|E9PR16_HUMAN Nuclear pore complex protein Nup160 OS=Homo sapiens GN=NUP160 PE=2 SV=1;>tr|G3V198|G3V198_HUMAN Nuclear pore complex protein Nup160 OS=Homo sapiens GN=NUP160 PE=2 SV=1;>sp|Q12769|NU160_HUMAN Nuclear pore complex protein Nup160 OS=Ho,5,2,2,2,1,1,1,1,1,1,1.9,1.9,1.9,118.14,1037,1037;1235;1436;259;485,0,12.575,0.32226,0.56602,8.408,2,0,Median,NaN,NaN,NaN,1,0,Median,NaN,NaN,NaN,1,0,Median,0.9,1.1,27982000,21466000,6516400,12387000,9396500,2990400,15595000,12069000,3526000,,,,773,5508;5893,True;True,5663;6062,16695;17757,25601;27132,25601;27132,,,,
F8VR77;A8K6Y1;Q6PIN5;Q05D08;Q9UQ80;H0YIN7;F8W0A3,F8VR77;A8K6Y1;Q6PIN5;Q05D08;Q9UQ80;H0YIN7;F8W0A3,2;2;2;2;2;1;1,2;2;2;2;2;1;1,2;2;2;2;2;1;1,Proliferation-associated protein 2G4,PA2G4,">tr|F8VR77|F8VR77_HUMAN Proliferation-associated protein 2G4 OS=Homo sapiens GN=PA2G4 PE=2 SV=1;>tr|A8K6Y1|A8K6Y1_HUMAN cDNA FLJ75526, highly similar to Homo sapiens proliferation-associated 2G4, 38kDa (PA2G4), mRNA (Fragment) OS=Homo sapiens PE=2 SV=1;>tr",7,2,2,2,2,1,2,1,2,1,6.7,6.7,6.7,31.467,284,284;367;373;406;394;163;187,0,11.74,0.37245,0.56524,9.0236,3,0,Median,0.35989,0.53382,8.0876,2,0,Median,NaN,NaN,NaN,1,0,Median,6.7,3.9,138380000,97918000,40460000,118520000,83712000,34807000,19860000,14206000,5653300,,,,156,38;209,True;True,38;212,81;82;502,115;116;117;751,115;751,,,,
C9IZE4;Q15008;H7C531;C9J7B7;B3KT66;E9PHI9;Q15008-2,C9IZE4;Q15008;H7C531;C9J7B7;B3KT66;E9PHI9;Q15008-2,2;2;1;1;1;1;1,2;2;1;1;1;1;1,2;2;1;1;1;1;1,26S proteasome non-ATPase regulatory subunit 6,PSMD6,>tr|C9IZE4|C9IZE4_HUMAN 26S proteasome non-ATPase regulatory subunit 6 OS=Homo sapiens GN=PSMD6 PE=2 SV=1;>sp|Q15008|PSMD6_HUMAN 26S proteasome non-ATPase regulatory subunit 6 OS=Homo sapiens GN=PSMD6 PE=1 SV=1;>tr|H7C531|H7C531_HUMAN 26S proteasome non-AT,7,2,2,2,2,1,2,1,2,1,5.4,5.4,5.4,51.922,442,442;389;138;144;343;350;351,0,16.006,0.37131,0.56011,25.604,4,0,Median,0.31104,0.45957,23.369,3,0,Median,NaN,NaN,NaN,1,0,Median,5.4,3.4,63966000,43744000,20223000,52649000,36081000,16568000,11317000,7662200,3655000,,,,648,2083;2226,True;True,2135;2281,6160;6501;6502;6503;6504;6505,9510;9977;9978;9979;9980;9981;9982,9510;9980,,,,
Q53XL8;Q53HB3;P62191;B4DR63,Q53XL8;Q53HB3;P62191;B4DR63,2;2;2;1,2;2;2;1,2;2;2;1,26S protease regulatory subunit 4,PSMC1,">tr|Q53XL8|Q53XL8_HUMAN Proteasome (Prosome, macropain) 26S subunit, ATPase, 1 OS=Homo sapiens GN=PSMC1 PE=2 SV=1;>tr|Q53HB3|Q53HB3_HUMAN Proteasome 26S ATPase subunit 1 variant (Fragment) OS=Homo sapiens PE=2 SV=1;>sp|P62191|PRS4_HUMAN 26S protease regula",4,2,2,2,2,2,2,2,2,2,5.5,5.5,5.5,49.184,440,440;440;440;367,0,14.286,0.38086,0.55703,20.721,4,0,Median,0.39426,0.57768,25.921,2,0,Median,0.37735,0.54412,24.092,2,0,Median,5.5,5.5,47119000,32627000,14492000,27495000,19231000,8264800,19624000,13396000,6227300,,,,1193,3162;4826,True;True,3231;4945,9388;9389;14559;14560,14438;14439;22490;22491,14439;22491,,,,
A8K2M0;P43686-2;P43686,A8K2M0;P43686-2;P43686,2;2;2,2;2;2,2;2;2,26S protease regulatory subunit 6B,PSMC4,">tr|A8K2M0|A8K2M0_HUMAN Proteasome (Prosome, macropain) 26S subunit, ATPase, 4, isoform CRA_b OS=Homo sapiens GN=PSMC4 PE=2 SV=1;>sp|P43686-2|PRS6B_HUMAN Isoform 2 of 26S protease regulatory subunit 6B OS=Homo sapiens GN=PSMC4;>sp|P43686|PRS6B_HUMAN 26S pr",3,2,2,2,2,2,2,2,2,2,6,6,6,47.366,418,418;387;418,0,15.625,0.36696,0.54955,27.811,5,0,Median,0.52207,0.80999,31.042,3,0,Median,0.33551,0.53575,3.5972,2,0,Median,6,6,88711000,65290000,23421000,53315000,39706000,13609000,35395000,25584000,9811700,,,,99,141;706,True;True,142;719,327;328;2051;2052;2053,494;495;3135;3136;3137;3138;3139,495;3135,,,,
J9JID7;Q03252,J9JID7;Q03252,6;6,5;5,5;5,Lamin-B2,LMNB2,">tr|J9JID7|J9JID7_HUMAN Lamin B2, isoform CRA_a OS=Homo sapiens GN=LMNB2 PE=2 SV=1;>sp|Q03252|LMNB2_HUMAN Lamin-B2 OS=Homo sapiens GN=LMNB2 PE=1 SV=3",2,6,5,5,5,4,4,3,4,3,10,8.7,8.7,69.948,620,620;600,0,34.937,0.33653,0.54152,18.817,12,0,Median,0.33557,0.54029,22.583,7,0,Median,0.33748,0.54276,13.845,5,0,Median,8.7,6.3,190800000,141410000,49389000,133310000,98575000,34731000,57493000,42835000,14658000,,,,903,239;513;2490;4602;6442;6860,True;True;True;False;True;True,242;523;2546;4711;6618;7041,603;604;1488;7205;7206;7207;7208;13942;13943;13944;19338;19339;19340;19341;20608,946;947;2280;10999;11000;11001;11002;11003;11004;11005;21543;21544;21545;21546;29489;29490;29491;29492;29493;29494;29495;31351,947;2280;11003;21544;29493;31351,,,,
Q9ULV0;Q7Z7A5;B3KSA2,Q9ULV0,5;1;1,2;1;1,2;1;1,Unconventional myosin-Vb,MYO5B,>sp|Q9ULV0|MYO5B_HUMAN Unconventional myosin-Vb OS=Homo sapiens GN=MYO5B PE=1 SV=3,3,5,2,2,5,3,2,0,2,0,3.2,1.8,1.8,213.67,1848,1848;720;729,0,12.52,0.37068,0.54104,45.562,2,0,Median,0.37068,0.54104,45.562,2,0,Median,NaN,NaN,NaN,0,0,Median,3.2,1.4,17854000,12347000,5507600,17854000,12347000,5507600,0,0,0,,,,1517,103;265;3268;3702;6868,False;False;True;False;True,104;270;3340;3788;7050,246;247;248;249;250;675;676;9725;10992;10993;10994;20628,375;376;377;378;379;380;1048;1049;14975;16990;16991;16992;31380,375;1048;14975;16990;31380,,,,
P20700;E9PBF6;Q6DC98;B4DZT3;B4DFR3;Q8N519;Q5I6Y5;Q3BDU5;Q5TCI8;P02545-5;P02545-2;P02545-4;P02545-6;P02545-3;P02545,P20700;E9PBF6;Q6DC98,17;15;14;5;1;1;1;1;1;1;1;1;1;1;1,17;15;14;5;1;1;1;1;1;1;1;1;1;1;1,16;14;14;4;0;0;0;0;0;0;0;0;0;0;0,Lamin-B1,LMNB1,>sp|P20700|LMNB1_HUMAN Lamin-B1 OS=Homo sapiens GN=LMNB1 PE=1 SV=2;>tr|E9PBF6|E9PBF6_HUMAN Lamin-B1 OS=Homo sapiens GN=LMNB1 PE=2 SV=1;>tr|Q6DC98|Q6DC98_HUMAN LMNB1 protein (Fragment) OS=Homo sapiens GN=LMNB1 PE=2 SV=1,15,17,17,16,16,14,16,14,15,13,24.2,24.2,22.9,66.408,586,586;387;333;376;228;465;480;487;491;565;572;574;614;634;664,0,120.47,0.36405,0.52868,11.501,53,0,Median,0.3613,0.53777,9.7068,26,0,Median,0.36442,0.51623,12.912,27,0,Median,24.2,22.2,1480100000,1076900000,403220000,920950000,669960000,250990000,559150000,406920000,152230000,,,,1080,169;240;514;674;896;897;1909;3194;3451;3804;3978;4602;4945;5133;5221;5833;6599,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,170;243;524;686;910;911;1958;3264;3527;3893;4072;4711;5066;5259;5348;6001;6776,392;393;394;395;396;397;605;606;607;608;609;610;1489;1490;1491;1492;1493;1494;1944;1945;1946;1947;2712;2713;2714;2715;2716;2717;2718;2719;5766;9473;9474;9475;9476;9477;9478;10175;11396;11979;13942;13943;13944;14908;14909;15641;15642;15643;15910;15911;15912;15913;15914;15915;15916;17608;17609;17610;19761;19762,583;584;585;586;587;588;589;590;948;949;950;951;952;953;954;955;956;957;2281;2282;2283;2284;2285;2286;2287;2288;2289;2290;2291;2970;2971;2972;2973;2974;4326;4327;4328;4329;4330;4331;4332;4333;4334;4335;4336;4337;8920;14583;14584;14585;14586;14587;14588;15683;15684;17639;18514;21543;21544;21545;21546;23001;23002;23003;23004;23998;23999;24000;24437;24438;24439;24440;24441;24442;24443;24444;26932;26933;26934;30086;30087,584;956;2284;2972;4331;4336;8920;14585;15683;17639;18514;21544;23001;23999;24443;26932;30086,,,,
P12270;Q58F23;Q504U6;Q15624;Q9UE33;A0PJC9,P12270;Q58F23;Q504U6;Q15624,5;3;3;3;1;1,5;3;3;3;1;1,5;3;3;3;1;1,Nucleoprotein TPR,TPR;Tpr,>sp|P12270|TPR_HUMAN Nucleoprotein TPR OS=Homo sapiens GN=TPR PE=1 SV=3;>tr|Q58F23|Q58F23_HUMAN TPR protein (Fragment) OS=Homo sapiens GN=TPR PE=2 SV=1;>tr|Q504U6|Q504U6_HUMAN TPR protein (Fragment) OS=Homo sapiens GN=TPR PE=2 SV=1;>tr|Q15624|Q15624_HUMAN ,6,5,5,5,5,3,5,3,5,3,2.5,2.5,2.5,267.29,2363,2363;687;692;726;85;471,0,32.157,0.30691,0.52507,13.334,7,0,Median,0.30989,0.52858,5.7784,4,0,Median,0.28881,0.48833,17.84,3,0,Median,2.5,1.6,60594000,44285000,16309000,36211000,25824000,10388000,24383000,18462000,5921400,,,,1057,1639;4293;5064;6980;7389,True;True;True;True;True,1685;4392;5190;7164;7584,4983;12903;15427;15428;21068;21069;22222;22223,7790;19925;23674;23675;32067;32068;33793;33794;33795;33796,7790;19925;23674;32068;33793,,,,
O95831-3;O95831;E9PMA0;O95831-6;O95831-5;O95831-4;O95831-2;Q5RZ99;Q5RZA0,O95831-3;O95831;E9PMA0;O95831-6;O95831-5;O95831-4;O95831-2,4;4;2;2;2;2;2;1;1,4;4;2;2;2;2;2;1;1,4;4;2;2;2;2;2;1;1,"Apoptosis-inducing factor 1, mitochondrial",AIFM1,">sp|O95831-3|AIFM1_HUMAN Isoform 3 of Apoptosis-inducing factor 1, mitochondrial OS=Homo sapiens GN=AIFM1;>sp|O95831|AIFM1_HUMAN Apoptosis-inducing factor 1, mitochondrial OS=Homo sapiens GN=AIFM1 PE=1 SV=1;>tr|E9PMA0|E9PMA0_HUMAN Apoptosis-inducing factor",9,4,4,4,4,2,4,2,4,2,8.2,8.2,8.2,66.294,609,609;613;274;237;261;324;326;225;226,0,30.375,0.37168,0.50791,10.131,5,0,Median,0.38766,0.51582,10.201,3,1,Plateau,0.37168,0.43379,11.671,3,0,Median,8.2,5.3,61831000,45259000,16572000,38493000,28995000,9498600,23338000,16265000,7073200,,,,1008,850;3498;4039;7900,True;True;True;True,863;3577;4134;8114,2602;10321;10322;12162;12163;12164;24164,4174;15899;15900;18800;18801;18802;18803;36724,4174;15900;18800;36724,,,,
C9JIY9;C9IYQ7;F8WCF5;F8WEL4;A8K0N6;A8K3Z5;B4DYB4;Q8NFH5,C9JIY9;C9IYQ7;F8WCF5;F8WEL4;A8K0N6;A8K3Z5;B4DYB4;Q8NFH5,1;1;1;1;1;1;1;1,1;1;1;1;1;1;1;1,1;1;1;1;1;1;1;1,Nucleoporin NUP53,NUP35,>tr|C9JIY9|C9JIY9_HUMAN Nucleoporin NUP53 (Fragment) OS=Homo sapiens GN=NUP35 PE=2 SV=1;>tr|C9IYQ7|C9IYQ7_HUMAN Nucleoporin NUP53 (Fragment) OS=Homo sapiens GN=NUP35 PE=2 SV=1;>tr|F8WCF5|F8WCF5_HUMAN Nucleoporin NUP53 OS=Homo sapiens GN=NUP35 PE=2 SV=1;>tr,8,1,1,1,1,1,1,1,1,1,23.7,23.7,23.7,7.711,76,76;115;136;152;152;326;309;326,0,14.144,0.37582,0.50123,4.6006,2,0,Median,NaN,NaN,NaN,1,0,Median,NaN,NaN,NaN,1,0,Median,23.7,23.7,46776000,35439000,11337000,26482000,19927000,6555100,20294000,15512000,4781800,,,,91,6704,TRUE,6884,20135;20136,30647;30648,30647,,,,
